prolific_id,ramp_orientation,ramp_or_cube,orientation,predicted_further,predicted_direction,response
657b19dde82046cd1c239c0a,backward,cube,consistent,blue,right,I'm not sure.
657b19dde82046cd1c239c0a,backward,cube,reversed,black,right,The previous experiment showed the black cube went further than the red cube.
657b19dde82046cd1c239c0a,backward,cube,reversed,blue,right,Previous experiment showed the cube with the yellow ramp did not go far compared to the blue ramp.
667c6a1e2cc21dfa81521fb0,forward,cube,consistent,black,right,"I felt like I didn't have enough information to know based on the previous information I had, so I just took a guess."
667c6a1e2cc21dfa81521fb0,forward,cube,consistent,blue,right,"I feel like I didn't have enough information, so I just took a guess."
667c6a1e2cc21dfa81521fb0,forward,cube,reversed,red,right,"I feel like I didn't have enough information to know, so I took a guess."
667c6a1e2cc21dfa81521fb0,forward,cube,reversed,blue,right,"I feel like I didn't have enough information to know, so I took a guess."
664d031e39f59ffa82289b1a,forward,cube,consistent,black,right,They were going to roll down the platform.
664d031e39f59ffa82289b1a,forward,cube,consistent,blue,right,I felt they would roll down and collide with each other a little.
664d031e39f59ffa82289b1a,forward,cube,reversed,yellow,left,I felt they would roll down quite a bit from being placed at the top. 
664d031e39f59ffa82289b1a,forward,cube,reversed,red,left,They would roll down the platform.
602a13fccbf50263cf3985de,forward,ramp,consistent,blue,right,It looks like it would
602a13fccbf50263cf3985de,forward,ramp,consistent,red,right,I trusted my intuion
602a13fccbf50263cf3985de,forward,ramp,reversed,yellow,left,I trusted my intuition and it looks like it would
602a13fccbf50263cf3985de,forward,ramp,reversed,black,left,It looks like it would
5dc8bc757d735061e97c89c1,backward,cube,consistent,blue,right,"Honestly, I am guessing on these"
5dc8bc757d735061e97c89c1,backward,cube,consistent,red,right,I guessed
5dc8bc757d735061e97c89c1,backward,cube,reversed,black,left,I guessed
5dc8bc757d735061e97c89c1,backward,cube,reversed,blue,left,I guessed
63d432e27555fb4b5785cfcd,forward,ramp,consistent,blue,right,the cube on the blue ramp usually goes farther than the cube on the yellow ramp. 
63d432e27555fb4b5785cfcd,forward,ramp,consistent,red,right,this was just a guess since i had no insight into the white ramp's outcomes. 
63d432e27555fb4b5785cfcd,forward,ramp,reversed,black,left,"again, a guess. the ramp sloped left, so i figured they would roll that way. "
63d432e27555fb4b5785cfcd,forward,ramp,reversed,yellow,left,"i thought they would roll that way since it's the way the ramp was sloped, but also know the blue ramp usually travels farther right "
62cec3cb41e7c7bf53ff6191,backward,cube,consistent,yellow,right,far cube ricocheted off the other
62cec3cb41e7c7bf53ff6191,backward,cube,consistent,black,right,same
62cec3cb41e7c7bf53ff6191,backward,cube,reversed,red,right,"red made an extra rotation, didn't slide straight down"
62cec3cb41e7c7bf53ff6191,backward,cube,reversed,yellow,right,same as one before
66428cb64bdaf7f5f64e51f2,forward,cube,consistent,blue,right,Not sure
66428cb64bdaf7f5f64e51f2,forward,cube,consistent,red,right,Because the black cube didn't make it past the line in the previous trails
66428cb64bdaf7f5f64e51f2,forward,cube,reversed,red,left,Same as before so the black cube would fall closer
66428cb64bdaf7f5f64e51f2,forward,cube,reversed,blue,left,Not sure
65e530a3297ead448fe89234,backward,ramp,consistent,yellow,right,"I just think from the previous encounters with these ramp blocks, that this is where they would end up."
65e530a3297ead448fe89234,backward,ramp,consistent,red,right,I think this is where the blocks would land from past encounters with the black and red blocks.
65e530a3297ead448fe89234,backward,ramp,reversed,red,right,"The ramp being backwards has no impact to me, I was just looking at the red and black blocks."
65e530a3297ead448fe89234,backward,ramp,reversed,blue,right,"This was really just a guess for this one.  I ramps are backwards which I didn't really put any weight into, and then since the blocks are colored I figured this might be how they end up."
5a381de00006450001bf2691,backward,cube,consistent,black,right,The black cube should go further
5a381de00006450001bf2691,backward,cube,consistent,blue,right,I think the blue ramp was faster
5a381de00006450001bf2691,backward,cube,reversed,black,left,"If they're going up the ramp, the black cube should go further"
5a381de00006450001bf2691,backward,cube,reversed,blue,left,"If they're going up the ramp, I think the blue ramp was the faster one"
58350bfe8f7d460001e8ba7f,forward,ramp,consistent,black,right,the ramp block had blue properties
58350bfe8f7d460001e8ba7f,forward,ramp,consistent,yellow,right,the block on the yellow ramp had red properties
58350bfe8f7d460001e8ba7f,forward,ramp,reversed,black,left,the ramp has blue properties
58350bfe8f7d460001e8ba7f,forward,ramp,reversed,yellow,left,"the cube that got farther had black properties, the other had red"
668c88b07b2178a2ead02f1f,forward,ramp,consistent,black,right,Seems the red cube doesnt travel as far as the black 
668c88b07b2178a2ead02f1f,forward,ramp,consistent,yellow,right,yellow side seems to send the squares further
668c88b07b2178a2ead02f1f,forward,ramp,reversed,black,left,"Black seems to go farther

"
668c88b07b2178a2ead02f1f,forward,ramp,reversed,yellow,left,yellow side seems to move the square further
5e90d6e24e0cfb0d2b8006c0,backward,cube,consistent,red,right,It's on the heavier side of the block
5e90d6e24e0cfb0d2b8006c0,backward,cube,consistent,yellow,right,"Same reason, it's on the heavier side."
5e90d6e24e0cfb0d2b8006c0,backward,cube,reversed,red,right,I guessed.
5e90d6e24e0cfb0d2b8006c0,backward,cube,reversed,yellow,right,Also Guessed
6669c002bf19235ea7aed1cf,backward,ramp,consistent,black,right,The black cube goes farther.
6669c002bf19235ea7aed1cf,backward,ramp,consistent,blue,right,The blue triangle moves the cubes farther.
6669c002bf19235ea7aed1cf,backward,ramp,reversed,blue,left,The triangles are facing the opposite side and the blue triangle pushes them further.
6669c002bf19235ea7aed1cf,backward,ramp,reversed,black,left,The black triangle goes further.
64db80772c860983ea3a7310,backward,cube,consistent,blue,left,It seems the most logical 
64db80772c860983ea3a7310,backward,cube,consistent,black,left,The distance seems most logical 
64db80772c860983ea3a7310,backward,cube,reversed,black,left,It seems reasonable 
64db80772c860983ea3a7310,backward,cube,reversed,yellow,right,I had a good guess 
5e1974bcdb54d72191658210,backward,cube,consistent,yellow,right,"Frankly, I'm not sure. It's just the image I felt was correct."
5e1974bcdb54d72191658210,backward,cube,consistent,red,right,"Again, I'm not sure. I just felt like the image was correct. "
5e1974bcdb54d72191658210,backward,cube,reversed,red,right,"Well, I thought they would slide down instead of hop over. But other than that, I didn't think much about it."
5e1974bcdb54d72191658210,backward,cube,reversed,blue,right,I thought they would slide down because the slides are facing a different way.
5c78b032419dcc0014119082,forward,cube,consistent,yellow,right,Because I assumed they wouldn't end up in the same places and one will go further than the other one
5c78b032419dcc0014119082,forward,cube,consistent,red,right,Because the red one usually goes further than the black one 
5c78b032419dcc0014119082,forward,cube,reversed,red,left,Because the red cube always ends up further than the black cube
5c78b032419dcc0014119082,forward,cube,reversed,blue,left,"I predicted that, as always, one cube will end up further than the other one, they usually don't end up in the same place"
663a8f9f3af5cb5bd42cecb1,backward,cube,consistent,black,right,THE BLACK CUBE IS MORE LIKELY TO END UP FURTHER THAN THE DUE TO THE PATTERNS I OBSERVED IN THE PREVIOUS IMAGES SHOWN TO ME. IN THE PREVIOUS IMAGES AND ANSWERS BLACK ALWAYS GOES FURTHER THAN BLACK 
663a8f9f3af5cb5bd42cecb1,backward,cube,consistent,yellow,right,THE YELLOW PLATFORM ALWAYS PROPELS THE CUBE FURTHER THAN THE BLUE 
663a8f9f3af5cb5bd42cecb1,backward,cube,reversed,black,left,BLACK CUBE GOES FARTHER THAN THE RED CUBE AS SEEN IN PREVIOUS EXAMPLES
663a8f9f3af5cb5bd42cecb1,backward,cube,reversed,yellow,left,THE YELLOW PLATFORM LAUNCHES THE CUBES FAR MORE THAN THE BLUE PLATFORM AS SEEN IN PREVIOUS EXAMPLES
6675f24bcb842d50b7d19724,backward,cube,consistent,red,right,Because of the color
6675f24bcb842d50b7d19724,backward,cube,consistent,blue,right,The colors
6675f24bcb842d50b7d19724,backward,cube,reversed,yellow,right,Because of the color
6675f24bcb842d50b7d19724,backward,cube,reversed,red,right,the color
664b304f47854ec59355d0dd,backward,cube,consistent,yellow,left,The white cubes may be too heavy to launch and roll down the slope instead
664b304f47854ec59355d0dd,backward,cube,consistent,red,right,"The red cube has been shown to be lighter, so the red cube would be ahead of the black cube"
664b304f47854ec59355d0dd,backward,cube,reversed,blue,right,The white cubes rolled in the direction the slope is facing.
664b304f47854ec59355d0dd,backward,cube,reversed,red,right,"The cubes rolled down the slope and since the red is lighter, they rolled further"
5ef32f0aeb0c9103d56a8558,backward,cube,consistent,blue,right,Based on the previous results. 
5ef32f0aeb0c9103d56a8558,backward,cube,consistent,red,right,Based on previous results on how the different cubes moved
5ef32f0aeb0c9103d56a8558,backward,cube,reversed,red,left,Based on previous results on how the ramps made the cubes move. 
5ef32f0aeb0c9103d56a8558,backward,cube,reversed,blue,left,Based on the previous results of how the ramps and cubes moved. 
6676098194c5426a29d80ff3,backward,cube,consistent,black,right,the black cube goes further than the red cube.
6676098194c5426a29d80ff3,backward,cube,consistent,yellow,right,It seemed the most correct 
6676098194c5426a29d80ff3,backward,cube,reversed,blue,left,Im not sure
6676098194c5426a29d80ff3,backward,cube,reversed,black,left,Black goes further than red
662feef92fff86ddfb5232a3,forward,ramp,consistent,black,right,I think I remember the black cube going further than the red
662feef92fff86ddfb5232a3,forward,ramp,consistent,blue,right,becasuse the cube on the blue ramp always went further
662feef92fff86ddfb5232a3,forward,ramp,reversed,blue,left,because the cube on the blue ramp always went further
662feef92fff86ddfb5232a3,forward,ramp,reversed,red,left,I just took a guess because I didn't know
65957b97896708cd25109c8b,forward,ramp,consistent,red,right,Based on past cube results it just seems like the correct prediction
65957b97896708cd25109c8b,forward,ramp,consistent,blue,right,Just based on past predictions it makes more sense.
65957b97896708cd25109c8b,forward,ramp,reversed,black,left,Unsure
65957b97896708cd25109c8b,forward,ramp,reversed,blue,left,Unsure
64345edc0fd9813bdd9ef181,backward,cube,consistent,yellow,right,Just a guess
64345edc0fd9813bdd9ef181,backward,cube,consistent,red,right,Just a guess
64345edc0fd9813bdd9ef181,backward,cube,reversed,black,left,Just a guess
64345edc0fd9813bdd9ef181,backward,cube,reversed,yellow,left,Just a guess
65cb6fdbf0ca3606c22b9eb7,backward,cube,consistent,red,right,The red goes further than black.
65cb6fdbf0ca3606c22b9eb7,backward,cube,consistent,blue,right,The blue ramp makes the cube go further than yellow
65cb6fdbf0ca3606c22b9eb7,backward,cube,reversed,blue,right,I wasn't sure so I guessed
65cb6fdbf0ca3606c22b9eb7,backward,cube,reversed,red,left,I wasn't sure so I guessed again
665dad37740a458b78ae5c71,backward,ramp,consistent,yellow,right,Because blue triangle releases cube at a lower rate
665dad37740a458b78ae5c71,backward,ramp,consistent,red,right,Red cube went further in previous ones
665dad37740a458b78ae5c71,backward,ramp,reversed,blue,right,Guessed on this one
665dad37740a458b78ae5c71,backward,ramp,reversed,red,right,Red cube goes farther in previous examples
5c223d4a4a7e1f000137e5b9,forward,ramp,consistent,red,right,because they are going to move down the ramp and I just think that the red will go further
5c223d4a4a7e1f000137e5b9,forward,ramp,consistent,yellow,right,I think that the cube on the yellow ramp will go further because it did before and they will both go down the ramp because that makes sense
5c223d4a4a7e1f000137e5b9,forward,ramp,reversed,yellow,left,I think that the cubes will go down the ramp and I think that the yellow will go further because it did before
5c223d4a4a7e1f000137e5b9,forward,ramp,reversed,black,left,the cubes will go down the ramp and I just guessed that the black would make it further than the red
663fd4d1ba4f382b5bab924e,forward,cube,consistent,blue,right,i feel the cube on the blue object is a bit higher than the one on the yellow one
663fd4d1ba4f382b5bab924e,forward,cube,consistent,red,right,both are not high enough to cross
663fd4d1ba4f382b5bab924e,forward,cube,reversed,red,left,it cant slide to the opposite direction
663fd4d1ba4f382b5bab924e,forward,cube,reversed,yellow,left,cube on yellow is higher than the one on blue
6671e8d43b2c0d6dfe15ecee,backward,ramp,consistent,red,right,Both of the cubes cant land in the exact same spot.
6671e8d43b2c0d6dfe15ecee,backward,ramp,consistent,yellow,right,The weight of the cubes made them land there.
6671e8d43b2c0d6dfe15ecee,backward,ramp,reversed,blue,left,The cubes always land on that side of the triangles.
6671e8d43b2c0d6dfe15ecee,backward,ramp,reversed,red,left,Im not sure
668159ce8b60de379354b0ee,forward,cube,consistent,red,right,Because the cube was facing the right
668159ce8b60de379354b0ee,forward,cube,consistent,blue,right,Because the cube was facing right
668159ce8b60de379354b0ee,forward,cube,reversed,yellow,left,Because the cube was facing the left
668159ce8b60de379354b0ee,forward,cube,reversed,red,left,Because the cube was facing left
6682a3860d01cd91ebd35d11,backward,ramp,consistent,yellow,right,The yellow triangle has shown to launch the black and red cube farther.
6682a3860d01cd91ebd35d11,backward,ramp,consistent,black,left,The triangles are not blue and yellow so I thought it might slight the other direction.
6682a3860d01cd91ebd35d11,backward,ramp,reversed,yellow,left,the yellow will likely launch its cube farther.
6682a3860d01cd91ebd35d11,backward,ramp,reversed,black,right,slide the other direction bc unknown color of the triangles and black cube has shown to have always gone farther
6630ee41c60c303b0b51fd22,backward,ramp,consistent,black,left,"Starting at the top of the ramp and slides down, black further than red"
6630ee41c60c303b0b51fd22,backward,ramp,consistent,yellow,left,"Same as previous, start at top of ramp but yellow yields further results"
6630ee41c60c303b0b51fd22,backward,ramp,reversed,black,right,"Same thing as previous, black goes further than red"
6630ee41c60c303b0b51fd22,backward,ramp,reversed,yellow,right,Yellow ramp yields further results than blue
65d9e4a3504a6a75a4d6a07b,forward,ramp,consistent,red,right,the red cube always goes farther
65d9e4a3504a6a75a4d6a07b,forward,ramp,consistent,blue,right,"the cube on the blue ramp always goes farther
"
65d9e4a3504a6a75a4d6a07b,forward,ramp,reversed,red,left,"the red cube always goes farther
"
65d9e4a3504a6a75a4d6a07b,forward,ramp,reversed,blue,left,the cube on the blue ramp always goes farher
58effc65c31d4d00015aa5b9,forward,ramp,consistent,blue,right,just a best guess
58effc65c31d4d00015aa5b9,forward,ramp,consistent,red,right,best guess
58effc65c31d4d00015aa5b9,forward,ramp,reversed,black,left,best guess
58effc65c31d4d00015aa5b9,forward,ramp,reversed,blue,left,best guess
668810c0faefd59a813116d1,forward,ramp,consistent,black,right,The black cube goes further than the red. 
668810c0faefd59a813116d1,forward,ramp,consistent,yellow,right,The cube on the yellow ramp goes further than the cube on the blue ramp.
668810c0faefd59a813116d1,forward,ramp,reversed,red,left,The red cube travels further than the black. 
668810c0faefd59a813116d1,forward,ramp,reversed,yellow,left,The cube on the yellow ramp travels further than the cube on the blue ramp.
656003dc8bea916cc4815b0a,forward,cube,consistent,black,right,Because black always gets further than red.
656003dc8bea916cc4815b0a,forward,cube,consistent,blue,right,I guessed the one on blue would make it farther because of the previous images. Blue just looked like it always would go farther. I don't know.
656003dc8bea916cc4815b0a,forward,cube,reversed,black,left,They are supposed to fall in the direction of the slope and black always makes it further than red.
656003dc8bea916cc4815b0a,forward,cube,reversed,blue,left,"I'm sticking to blue being superior to yellow. Also, it's going to slide in the direction of the slope."
655e0c6c61efd0725ff03cd3,forward,cube,consistent,yellow,right,not sure
655e0c6c61efd0725ff03cd3,forward,cube,consistent,red,right,just a guess
655e0c6c61efd0725ff03cd3,forward,cube,reversed,black,left,just a guess
655e0c6c61efd0725ff03cd3,forward,cube,reversed,yellow,left,just a guess
6672173cc06623d0d57ade99,forward,cube,consistent,red,right,Because the red cube always landed further than the black
6672173cc06623d0d57ade99,forward,cube,consistent,yellow,right,Because the blue was always behind the yellow
6672173cc06623d0d57ade99,forward,cube,reversed,blue,left,"Because the blue was always ahead of the yellow
"
6672173cc06623d0d57ade99,forward,cube,reversed,red,left,because the red is always head of the red
6155bb4f5250fc58f16eca99,backward,ramp,consistent,blue,right,based on other predictions this seemed to be correct
6155bb4f5250fc58f16eca99,backward,ramp,consistent,red,right,"based on predictions, it looks like this is what would happen"
6155bb4f5250fc58f16eca99,backward,ramp,reversed,blue,right,"based on predictions, it looks like this is what would happen"
6155bb4f5250fc58f16eca99,backward,ramp,reversed,black,right,"based on predictions, it looks like this is what would happen"
6689870da1139f6fd4154d78,backward,cube,consistent,yellow,left,im not sure what the white ones do
6689870da1139f6fd4154d78,backward,cube,consistent,red,right,red goes further
6689870da1139f6fd4154d78,backward,cube,reversed,blue,right,slide backwards
6689870da1139f6fd4154d78,backward,cube,reversed,red,right,red goes further
668ea84ebd40d8a08ffc47ce,forward,ramp,consistent,blue,right,the odds of the slide
668ea84ebd40d8a08ffc47ce,forward,ramp,consistent,black,right,Just a luck off the slide
668ea84ebd40d8a08ffc47ce,forward,ramp,reversed,black,left,The angle of the ramp
668ea84ebd40d8a08ffc47ce,forward,ramp,reversed,yellow,left,Luck vs angle
6673b4eda8e00bb0eb8c23af,forward,cube,consistent,black,right,"The black cube always moves faster than the red cube, so I know it will be ahead."
6673b4eda8e00bb0eb8c23af,forward,cube,consistent,yellow,right,From what I remember the yellow ramp is associated with faster speed.
6673b4eda8e00bb0eb8c23af,forward,cube,reversed,black,left,"Again, the black cube is always faster than the red cube."
6673b4eda8e00bb0eb8c23af,forward,cube,reversed,yellow,left,"The yellow ramp is the faster one, so I have that cube in the lead."
6688915859b968386fbccc69,forward,cube,consistent,yellow,right,I believe the yellow ramp moves the cubes farther
6688915859b968386fbccc69,forward,cube,consistent,black,right,The black cube travels farther than red
6688915859b968386fbccc69,forward,cube,reversed,black,left,The black cube travels farther than red
6688915859b968386fbccc69,forward,cube,reversed,yellow,left,The yellow ramp moves the cubes farther than blue
668daa1bd2c9c15fe7658159,forward,ramp,consistent,red,right,I felt like the black cubes didn't slide as far
668daa1bd2c9c15fe7658159,forward,ramp,consistent,blue,right,I felt like the yellow ramp didnt allow the cubes to slide as far
668daa1bd2c9c15fe7658159,forward,ramp,reversed,blue,left,I felt like the yellow didn't allow the cubes to slide as far
668daa1bd2c9c15fe7658159,forward,ramp,reversed,red,left,I felt the black cubes didn't go as far
6643fdd5e4e6b01321ea03c8,backward,ramp,consistent,black,right,Black cube went farther than red cube if I remember correctly.
6643fdd5e4e6b01321ea03c8,backward,ramp,consistent,blue,right,Blue ramp went farther than yellow ramp every time.
6643fdd5e4e6b01321ea03c8,backward,ramp,reversed,blue,left,"Blue ramp went farther than yellow ramp, plus they are facing the other direction."
6643fdd5e4e6b01321ea03c8,backward,ramp,reversed,black,left,"Black cube went farther than red cube if I remember correctly, plus the ramp is facing the other direction."
663ed5c7cbef70a3557abc41,backward,ramp,consistent,yellow,left,The cube is close to the edge of the shape and may fall before getting to the line
663ed5c7cbef70a3557abc41,backward,ramp,consistent,black,left,The cubes is at the edge of the shape and may fall back before it reaches the line
663ed5c7cbef70a3557abc41,backward,ramp,reversed,blue,left,will definitely fall
663ed5c7cbef70a3557abc41,backward,ramp,reversed,red,left,will surely fall in the left direction
668c25e4bd5465238a9d536f,backward,ramp,consistent,yellow,right,I think yellow tended to go further than blue.
668c25e4bd5465238a9d536f,backward,ramp,consistent,black,right,I think red did not cross the line much.
668c25e4bd5465238a9d536f,backward,ramp,reversed,blue,left,The ramps are facing the opposite direction now so the cubes will also go the opposite direction.
668c25e4bd5465238a9d536f,backward,ramp,reversed,black,left,Ramps are facing opposite direction so cubes will also go opposite direction.
66515fd539f7b5b6cff2dd8d,forward,cube,consistent,yellow,right,The yellow ramp makes cubes slide farther away than the blue ramp
66515fd539f7b5b6cff2dd8d,forward,cube,consistent,black,right,The black cubes go farther than the red
66515fd539f7b5b6cff2dd8d,forward,cube,reversed,black,left,The black cubes slide a greater distance than the red ones
66515fd539f7b5b6cff2dd8d,forward,cube,reversed,yellow,left,The blue ramps don't send the cubes as far as the yellow ramps do
5d4b3106431ee60001e3d345,backward,ramp,consistent,black,right,Because I thought you guys were trying to trick me.
5d4b3106431ee60001e3d345,backward,ramp,consistent,yellow,right,Same as before. I thought you guys were tricking me.
5d4b3106431ee60001e3d345,backward,ramp,reversed,blue,right,Because of the orientation of the slopes stood out to me.
5d4b3106431ee60001e3d345,backward,ramp,reversed,black,right,Because I remember the black cube making it to the finish line closer in previous task.
5ddd2a4459b1b0c7509c7a47,backward,ramp,consistent,blue,left,Since the ramps are turned in that specific position I felt the cubes would go in the same direction. 
5ddd2a4459b1b0c7509c7a47,backward,ramp,consistent,black,right,I felt they would go in a different direction based on the colors of the cubes.
5ddd2a4459b1b0c7509c7a47,backward,ramp,reversed,yellow,left,With them being close to the edge it seem like they would go in the chosen direction. 
5ddd2a4459b1b0c7509c7a47,backward,ramp,reversed,black,right,I felt as if they were to slide off the ramp this would be the outcome of where the cubes land at. 
665f8460cb17ece2fa679d4a,backward,ramp,consistent,yellow,right,yellow ramp goes farther
665f8460cb17ece2fa679d4a,backward,ramp,consistent,red,right,guessed
665f8460cb17ece2fa679d4a,backward,ramp,reversed,blue,right,guessed
665f8460cb17ece2fa679d4a,backward,ramp,reversed,red,left,guessed
668a8c4ada0ee5df463ab1e5,forward,cube,consistent,blue,right,a block on blue moves further than on yellow
668a8c4ada0ee5df463ab1e5,forward,cube,consistent,black,left,since the triangle is gray it means it would have an opposite outcome compared to being on a colored triangle 
668a8c4ada0ee5df463ab1e5,forward,cube,reversed,red,left,"gray triangle means opposite direction , red block means travels further and black block doesn't travel further "
668a8c4ada0ee5df463ab1e5,forward,cube,reversed,blue,left,"gray colour means the object will travel in opposite direction.
NB. block on blue triangle travels further "
63d69919e9b7547ceeb0d31d,forward,cube,consistent,black,right,before the black cube went over the line and the red cube didnt
63d69919e9b7547ceeb0d31d,forward,cube,consistent,blue,right,it was a guess
63d69919e9b7547ceeb0d31d,forward,cube,reversed,blue,left,just a guess
63d69919e9b7547ceeb0d31d,forward,cube,reversed,red,right,i guessed
669286ff827158a6b9b602f3,backward,cube,consistent,yellow,right,"because they were close to the edge
"
669286ff827158a6b9b602f3,backward,cube,consistent,red,right,because in the last picture they didn't end up there
669286ff827158a6b9b602f3,backward,cube,reversed,blue,left,based of the other results
669286ff827158a6b9b602f3,backward,cube,reversed,black,left,based on the other results
610d170f7bb4e720cb85b6b2,forward,ramp,consistent,black,right,the black seems to go farther than the red
610d170f7bb4e720cb85b6b2,forward,ramp,consistent,yellow,right,"even though in the image the ramps look to be level, the yellow seems to result in a farther distance "
610d170f7bb4e720cb85b6b2,forward,ramp,reversed,yellow,left,same reason as before
610d170f7bb4e720cb85b6b2,forward,ramp,reversed,black,left,black overall seems stronger
5e0696dea7fba607951ae479,backward,cube,consistent,blue,right,I think they will go forward and not pass the line. It just don't look like they will.
5e0696dea7fba607951ae479,backward,cube,consistent,black,right,They look pretty strong.
5e0696dea7fba607951ae479,backward,cube,reversed,blue,right,It would be easier for them to land there because there is no slope.
5e0696dea7fba607951ae479,backward,cube,reversed,black,right,With no slope in front of them I still couldn't see them pass the line.
668ee0dd5b2718b7c1f844bc,forward,ramp,consistent,yellow,right,Because I noticed that the yellow cubes travel further than the blue one
668ee0dd5b2718b7c1f844bc,forward,ramp,consistent,black,left,i clicked on the wrong one. it was suppose to go the other way
668ee0dd5b2718b7c1f844bc,forward,ramp,reversed,yellow,left,Because the yellow cubes travel faster than the blue one
668ee0dd5b2718b7c1f844bc,forward,ramp,reversed,red,left,the black cubes dont travel fast
6630ddcd4f10b79b19d77585,forward,cube,consistent,black,right,"Based on my observations of where black and red cubes tend to end up, I assumed the black one would lead the red."
6630ddcd4f10b79b19d77585,forward,cube,consistent,blue,right,"It was my best guess based on observations associated with the color of each slide; this said, I think cube color has more of an impact than slide color. "
6630ddcd4f10b79b19d77585,forward,cube,reversed,blue,left,"Given the orientation of the slide and how far the cubes tended to go when oriented the other direction, I tried to gauge that distance in reverse. I do believe cube color is more significant in determining how far each will slide, however."
6630ddcd4f10b79b19d77585,forward,cube,reversed,black,left,"Based on observation of past trials, it was my thought that the black cube would surpass the red cube here. I do not know how the white slide impacts each cube's performance, however."
6670399b4b0c5873e6304ab5,backward,ramp,consistent,red,right,I think the red cubes consistently went farther than the black cubes
6670399b4b0c5873e6304ab5,backward,ramp,consistent,blue,right,the blue ramps consistently produced farther reaches than the yellow ramps
6670399b4b0c5873e6304ab5,backward,ramp,reversed,red,left,"red went farther than black, and this position of the ramp should make the cubes go left"
6670399b4b0c5873e6304ab5,backward,ramp,reversed,blue,left,"blue ramp makes cubes go farther, cubes on left side because of direction of ramp"
6324d39a34afdb6e1f9e5b59,forward,ramp,consistent,red,right,This is because the red cube is mostly to be at the finish line while the black cube does not get the finish line.
6324d39a34afdb6e1f9e5b59,forward,ramp,consistent,blue,right,The cube on the blue shape mostly get to the finish line while the cube on the yellow shape does not get to the finish line.
6324d39a34afdb6e1f9e5b59,forward,ramp,reversed,blue,left,This is because they are not facing the finish line and for that reason cube on blue at least ahead cube on yellow which there is no finish line.
6324d39a34afdb6e1f9e5b59,forward,ramp,reversed,red,left,This is because red cube always goes ahead of the black cube.
63d1e114550c261e5d78a941,forward,cube,consistent,yellow,right,I just guessed that I think the yellow ramp goes further
63d1e114550c261e5d78a941,forward,cube,consistent,red,right,I know the red cube goes further
63d1e114550c261e5d78a941,forward,cube,reversed,blue,left,I just guessed
63d1e114550c261e5d78a941,forward,cube,reversed,red,left,I know the red cube goes further
609e416f2662bd18ea7dcd4c,backward,ramp,consistent,black,right,I think that the cubes will separate mid air.
609e416f2662bd18ea7dcd4c,backward,ramp,consistent,blue,right,I think the cubes will separate mid air.
609e416f2662bd18ea7dcd4c,backward,ramp,reversed,red,left,The cubes would go the opposite way.
609e416f2662bd18ea7dcd4c,backward,ramp,reversed,blue,left,The cubes would go the opposite way.
662958eb81091be0624ab054,backward,ramp,consistent,black,right,The black cube typically was the furthest over the line
662958eb81091be0624ab054,backward,ramp,consistent,blue,right,The blue ramp caused the cube to go over the line and the yellow ramp did not in previous images.
662958eb81091be0624ab054,backward,ramp,reversed,black,right,The black cube went further than the red cube previously.
662958eb81091be0624ab054,backward,ramp,reversed,blue,right,The blue ramp caused the cube to go further than the yellow ramp previously
5383def8fdf99b5111d7ccf2,forward,ramp,consistent,red,right,"I noticed the black cube not going as far as the red, but I have no data on the white triangle so I was making the best choice I could"
5383def8fdf99b5111d7ccf2,forward,ramp,consistent,blue,right,"the blue ramp made it across every time, so I believe that cube would make it farther"
5383def8fdf99b5111d7ccf2,forward,ramp,reversed,blue,left,blue ramp makes any cube go further than the yellow
5383def8fdf99b5111d7ccf2,forward,ramp,reversed,red,left,the black cube was not going as far as the red on any ramp
6266db0dcf3e4f16fb9d7c56,backward,cube,consistent,blue,right,"I had no clue if there was a pattern to this or not since my mind doesn't work that way. Every prediction I made was sheer guesswork, so I doubt I guessed right very much."
6266db0dcf3e4f16fb9d7c56,backward,cube,consistent,red,left,Total shot in the dark.
6266db0dcf3e4f16fb9d7c56,backward,cube,reversed,black,left,Total guess.
6266db0dcf3e4f16fb9d7c56,backward,cube,reversed,blue,right,Guess.
6565f2c0e31a069d9dfcd44e,backward,cube,consistent,black,right,"I think the black cube is lighter than the red, therefore it will go farther."
6565f2c0e31a069d9dfcd44e,backward,cube,consistent,blue,right,I wasn't completely sure so this was merely a guess.
6565f2c0e31a069d9dfcd44e,backward,cube,reversed,blue,left,"Since the triangles are opposite what they have been previously, it made sense that the cubes would end up like this."
6565f2c0e31a069d9dfcd44e,backward,cube,reversed,black,left,"It seems like the black block is possibly lighter in weight than the red; and because the triangular piece was opposite what it usually is, it made since that the cubes would go in the opposite direction."
65ff5f9bb0108e36ee3d4033,forward,cube,consistent,yellow,right,Just a gut based on the color of the ramps
65ff5f9bb0108e36ee3d4033,forward,cube,consistent,black,right,I remember that the black cube usually crossed the line while the red did not.
65ff5f9bb0108e36ee3d4033,forward,cube,reversed,black,right,"Same as before, black usually crossed while red did not. Could have been a trick with the ramp backwards."
65ff5f9bb0108e36ee3d4033,forward,cube,reversed,blue,left,Felt like a possible trick. Gut feeling they would end up that way.
6671ce015f18ca380f8ea563,forward,ramp,consistent,yellow,right,guessed
6671ce015f18ca380f8ea563,forward,ramp,consistent,red,right,right handed 
6671ce015f18ca380f8ea563,forward,ramp,reversed,yellow,left,cant go backwards unless pushed
